"분류
기준","질병분류
코드",검별,주석,한글명칭,영문명칭
세,W08.2,,,"기타 가구가 관여된 낙상, 학교, 기타 시설 및 공공행정 구역  ","Fall involving other furniture, school, other institution and public administrative area"
세,W08.3,,,"기타 가구가 관여된 낙상, 운동 및 경기장 ","Fall involving other furniture, sports and athletic area"
세,W08.4,,,"기타 가구가 관여된 낙상, 도로 및 고속도로","Fall involving other furniture, street and highway"
세,W08.5,,,"기타 가구가 관여된 낙상, 상업 및 서비스 구역 ","Fall involving other furniture, trade and service area"
세,W08.6,,,"기타 가구가 관여된 낙상, 산업 및 건설지역 ","Fall involving other furniture, industrial and construction area"
세,W08.7,,,"기타 가구가 관여된 낙상, 농장 ","Fall involving other furniture, farm"
세,W08.8,,,"기타 가구가 관여된 낙상, 기타 명시된 장소 ","Fall involving other furniture, other specified places"
세,W08.9,,,"기타 가구가 관여된 낙상, 상세불명 장소 ","Fall involving other furniture, unspecified place"
소,W09,,,운동장비가 관여된 낙상,Fall involving playground equipment
세,W09.0,,,"운동장비가 관여된 낙상, 주택 ","Fall involving playground equipment, home"
세,W09.1,,,"운동장비가 관여된 낙상, 집단거주시설 ","Fall involving playground equipment, residential institution"
세,W09.2,,,"운동장비가 관여된 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall involving playground equipment, school, other institution and public administrative area"
세,W09.3,,,"운동장비가 관여된 낙상, 운동 및 경기장 ","Fall involving playground equipment, sports and athletic area"
세,W09.4,,,"운동장비가 관여된 낙상, 도로 및 고속도로","Fall involving playground equipment, street and highway"
세,W09.5,,,"운동장비가 관여된 낙상, 상업 및 서비스 구역 ","Fall involving playground equipment, trade and service area"
세,W09.6,,,"운동장비가 관여된 낙상, 산업 및 건설지역 ","Fall involving playground equipment, industrial and construction area"
세,W09.7,,,"운동장비가 관여된 낙상, 농장 ","Fall involving playground equipment, farm"
세,W09.8,,,"운동장비가 관여된 낙상, 기타 명시된 장소 ","Fall involving playground equipment, other specified places"
세,W09.9,,,"운동장비가 관여된 낙상, 상세불명 장소 ","Fall involving playground equipment, unspecified place"
소,W10,,,계단에서의 낙상,Fall on and from stairs and steps
세,W10.0,,,"계단에서의 낙상, 주택 ","Fall on and from stairs and steps, home"
세,W10.1,,,"계단에서의 낙상, 집단거주시설 ","Fall on and from stairs and steps, residential institution"
세,W10.2,,,"계단에서의 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall on and from stairs and steps, school, other institution and public administrative area"
세,W10.3,,,"계단에서의 낙상, 운동 및 경기장 ","Fall on and from stairs and steps, sports and athletic area"
세,W10.4,,,"계단에서의 낙상, 도로 및 고속도로","Fall on and from stairs and steps, street and highway"
세,W10.5,,,"계단에서의 낙상, 상업 및 서비스 구역 ","Fall on and from stairs and steps, trade and service area"
세,W10.6,,,"계단에서의 낙상, 산업 및 건설지역 ","Fall on and from stairs and steps, industrial and construction area"
세,W10.7,,,"계단에서의 낙상, 농장 ","Fall on and from stairs and steps, farm"
세,W10.8,,,"계단에서의 낙상, 기타 명시된 장소 ","Fall on and from stairs and steps, other specified places"
세,W10.9,,,"계단에서의 낙상, 상세불명 장소 ","Fall on and from stairs and steps, unspecified place"
소,W11,,,사다리에서의 낙상,Fall on and from ladder
세,W11.0,,,"사다리에서의 낙상, 주택 ","Fall on and from ladder, home"
세,W11.1,,,"사다리에서의 낙상, 집단거주시설 ","Fall on and from ladder, residential institution"
세,W11.2,,,"사다리에서의 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall on and from ladder, school, other institution and public administrative area"
세,W11.3,,,"사다리에서의 낙상, 운동 및 경기장 ","Fall on and from ladder, sports and athletic area"
세,W11.4,,,"사다리에서의 낙상, 도로 및 고속도로","Fall on and from ladder, street and highway"
세,W11.5,,,"사다리에서의 낙상, 상업 및 서비스 구역 ","Fall on and from ladder, trade and service area"
세,W11.6,,,"사다리에서의 낙상, 산업 및 건설지역 ","Fall on and from ladder, industrial and construction area"
세,W11.7,,,"사다리에서의 낙상, 농장 ","Fall on and from ladder, farm"
세,W11.8,,,"사다리에서의 낙상, 기타 명시된 장소 ","Fall on and from ladder, other specified places"
세,W11.9,,,"사다리에서의 낙상, 상세불명 장소 ","Fall on and from ladder, unspecified place"
소,W12,,,비계발판에서의 낙상,Fall on and from scaffolding
세,W12.0,,,"비계발판에서의 낙상, 주택 ","Fall on and from scaffolding, home"
세,W12.1,,,"비계발판에서의 낙상, 집단거주시설 ","Fall on and from scaffolding, residential institution"
세,W12.2,,,"비계발판에서의 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall on and from scaffolding, school, other institution and public administrative area"
세,W12.3,,,"비계발판에서의 낙상, 운동 및 경기장 ","Fall on and from scaffolding, sports and athletic area"
세,W12.4,,,"비계발판에서의 낙상, 도로 및 고속도로","Fall on and from scaffolding, street and highway"
세,W12.5,,,"비계발판에서의 낙상, 상업 및 서비스 구역 ","Fall on and from scaffolding, trade and service area"
세,W12.6,,,"비계발판에서의 낙상, 산업 및 건설지역 ","Fall on and from scaffolding, industrial and construction area"
세,W12.7,,,"비계발판에서의 낙상, 농장 ","Fall on and from scaffolding, farm"
세,W12.8,,,"비계발판에서의 낙상, 기타 명시된 장소 ","Fall on and from scaffolding, other specified places"
세,W12.9,,,"비계발판에서의 낙상, 상세불명 장소 ","Fall on and from scaffolding, unspecified place"
소,W13,,,빌딩 또는 구조물에서의 낙상,"Fall from, out of or through building or structure"
세,W13.0,,,"빌딩 또는 구조물에서의 낙상, 주택 ","Fall from, out of or through building or structure, home"
세,W13.1,,,"빌딩 또는 구조물에서의 낙상, 집단거주시설 ","Fall from, out of or through building or structure, residential institution"
세,W13.2,,,"빌딩 또는 구조물에서의 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall from, out of or through building or structure, school, other institution and public administrative area"
세,W13.3,,,"빌딩 또는 구조물에서의 낙상, 운동 및 경기장 ","Fall from, out of or through building or structure, sports and athletic area"
세,W13.4,,,"빌딩 또는 구조물에서의 낙상, 도로 및 고속도로","Fall from, out of or through building or structure, street and highway"
세,W13.5,,,"빌딩 또는 구조물에서의 낙상, 상업 및 서비스 구역 ","Fall from, out of or through building or structure, trade and service area"
세,W13.6,,,"빌딩 또는 구조물에서의 낙상, 산업 및 건설지역 ","Fall from, out of or through building or structure, industrial and construction area"
세,W13.7,,,"빌딩 또는 구조물에서의 낙상, 농장 ","Fall from, out of or through building or structure, farm"
세,W13.8,,,"빌딩 또는 구조물에서의 낙상, 기타 명시된 장소 ","Fall from, out of or through building or structure, other specified places"
세,W13.9,,,"빌딩 또는 구조물에서의 낙상, 상세불명 장소 ","Fall from, out of or through building or structure, unspecified place"
소,W14,,,나무에서의 낙상,Fall from tree
세,W14.0,,,"나무에서의 낙상, 주택 ","Fall from tree, home"
세,W14.1,,,"나무에서의 낙상, 집단거주시설 ","Fall from tree, residential institution"
세,W14.2,,,"나무에서의 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall from tree, school, other institution and public administrative area"
세,W14.3,,,"나무에서의 낙상, 운동 및 경기장 ","Fall from tree, sports and athletic area"
세,W14.4,,,"나무에서의 낙상, 도로 및 고속도로","Fall from tree, street and highway"
세,W14.5,,,"나무에서의 낙상, 상업 및 서비스 구역 ","Fall from tree, trade and service area"
세,W14.6,,,"나무에서의 낙상, 산업 및 건설지역 ","Fall from tree, industrial and construction area"
세,W14.7,,,"나무에서의 낙상, 농장 ","Fall from tree, farm"
세,W14.8,,,"나무에서의 낙상, 기타 명시된 장소 ","Fall from tree, other specified places"
세,W14.9,,,"나무에서의 낙상, 상세불명 장소 ","Fall from tree, unspecified place"
소,W15,,,절벽에서의 낙상,Fall from cliff
세,W15.0,,,"절벽에서의 낙상, 주택 ","Fall from cliff, home"
세,W15.1,,,"절벽에서의 낙상, 집단거주시설 ","Fall from cliff, residential institution"
세,W15.2,,,"절벽에서의 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall from cliff, school, other institution and public administrative area"
세,W15.3,,,"절벽에서의 낙상, 운동 및 경기장 ","Fall from cliff, sports and athletic area"
세,W15.4,,,"절벽에서의 낙상, 도로 및 고속도로","Fall from cliff, street and highway"
세,W15.5,,,"절벽에서의 낙상, 상업 및 서비스 구역 ","Fall from cliff, trade and service area"
세,W15.6,,,"절벽에서의 낙상, 산업 및 건설지역 ","Fall from cliff, industrial and construction area"
세,W15.7,,,"절벽에서의 낙상, 농장 ","Fall from cliff, farm"
세,W15.8,,,"절벽에서의 낙상, 기타 명시된 장소 ","Fall from cliff, other specified places"
세,W15.9,,,"절벽에서의 낙상, 상세불명 장소 ","Fall from cliff, unspecified place"
소,W16,,,익사 및 익수 이외 손상의 원인인 물로 다이빙 또는 뛰어듬,Diving or jumping into water causing injury other than drowning or submersion
세,W16.0,,,"익사 및 익수 이외 손상의 원인인 물로 다이빙 또는 뛰어듬, 주택 ","Diving or jumping into water causing injury other than drowning or submersion, home"
세,W16.1,,,"익사 및 익수 이외 손상의 원인인 물로 다이빙 또는 뛰어듬, 집단거주시설 ","Diving or jumping into water causing injury other than drowning or submersion, residential institution"
세,W16.2,,,"익사 및 익수 이외 손상의 원인인 물로 다이빙 또는 뛰어듬, 학교, 기타 시설 및 공공행정 구역 ","Diving or jumping into water causing injury other than drowning or submersion, school, other institution and public administrative area"
세,W16.3,,,"익사 및 익수 이외 손상의 원인인 물로 다이빙 또는 뛰어듬, 운동 및 경기장 ","Diving or jumping into water causing injury other than drowning or submersion, sports and athletic area"
세,W16.4,,,"익사 및 익수 이외 손상의 원인인 물로 다이빙 또는 뛰어듬, 도로 및 고속도로","Diving or jumping into water causing injury other than drowning or submersion, street and highway"
세,W16.5,,,"익사 및 익수 이외 손상의 원인인 물로 다이빙 또는 뛰어듬, 상업 및 서비스 구역 ","Diving or jumping into water causing injury other than drowning or submersion, trade and service area"
세,W16.6,,,"익사 및 익수 이외 손상의 원인인 물로 다이빙 또는 뛰어듬, 산업 및 건설지역 ","Diving or jumping into water causing injury other than drowning or submersion, industrial and construction area"
세,W16.7,,,"익사 및 익수 이외 손상의 원인인 물로 다이빙 또는 뛰어듬, 농장 ","Diving or jumping into water causing injury other than drowning or submersion, farm"
세,W16.8,,,"익사 및 익수 이외 손상의 원인인 물로 다이빙 또는 뛰어듬, 기타 명시된 장소 ","Diving or jumping into water causing injury other than drowning or submersion, other specified places"
세,W16.9,,,"익사 및 익수 이외 손상의 원인인 물로 다이빙 또는 뛰어듬, 상세불명 장소 ","Diving or jumping into water causing injury other than drowning or submersion, unspecified place"
소,W17,,,기타 한 면에서 다른 면으로 넘어짐,Other fall from one level to another
세,W17.0,,,"기타 한면에서 다른 면으로 넘어짐, 주택","Other fall from on level to another, home"
세,W17.1,,,"기타 한면에서 다른 면으로 넘어짐, 집단거주시설 ","Other fall from on level to another, residential institution"
세,W17.2,,,"기타 한면에서 다른 면으로 넘어짐, 학교, 기타 시설 및 공공행정 구역 ","Other fall from on level to another, school, other institution and public administrative area"
세,W17.3,,,"기타 한면에서 다른 면으로 넘어짐, 운동 및 경기장 ","Other fall from on level to another, sports and athletic area"
세,W17.4,,,"기타 한면에서 다른 면으로 넘어짐, 도로 및 고속도로","Other fall from on level to another, street and highway"
세,W17.5,,,"기타 한면에서 다른 면으로 넘어짐, 상업 및 서비스 구역 ","Other fall from on level to another, trade and service area"
세,W17.6,,,"기타 한면에서 다른 면으로 넘어짐, 산업 및 건설지역 ","Other fall from on level to another, industrial and construction area"
세,W17.7,,,"기타 한면에서 다른 면으로 넘어짐, 농장 ","Other fall from on level to another, farm"
세,W17.8,,,"기타 한면에서 다른 면으로 넘어짐, 기타 명시된 장소 ","Other fall from on level to another, other specified places"
세,W17.9,,,"기타 한면에서 다른 면으로 넘어짐, 상세불명 장소 ","Other fall from on level to another, unspecified place"
소,W18,,,동일면상에서의 기타 낙상,Other fall on same level
세,W18.0,,,"동일면상에서 기타 넘어짐, 주택","Other fall on same level, home"
세,W18.1,,,"동일면상에서 기타 넘어짐, 집단거주시설 ","Other fall on same level, residential institution"
세,W18.2,,,"동일면상에서 기타 넘어짐, 학교, 기타 시설 및 공공행정 구역 ","Other fall on same level, school, other institution and public administrative area"
